Date,Close,High,Low,Open,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL
2010-01-04,6.424604892730713,6.439314685252985,6.3756721867282895,6.407193227963411,493729600
2010-01-05,6.435713768005371,6.472038144326465,6.401790655529927,6.4423183458135185,601904800
2010-01-06,6.333344459533691,6.461230281570904,6.326739882515293,6.435712998447995,552160000
2010-01-07,6.321634769439697,6.364263903274505,6.275704149333206,6.3567587035127895,477131200
2010-01-08,6.363663196563721,6.364264013366788,6.276005267512686,6.313229455727773,447610800
2010-01-11,6.3075270652771,6.394284781604259,6.257693333617454,6.388280620967726,462229600
2010-01-12,6.235777854919434,6.297319696934829,6.196752015047131,6.279907231093502,594459600
2010-01-13,6.323737144470215,6.332142969425046,6.127106092687319,6.2402821166726685,605892000
2010-01-14,6.287112712860107,6.318033738312079,6.274804584770781,6.307526858354621,432894000
2010-01-15,6.182043552398682,6.352257927761035,6.180242303904829,6.332143986246346,594067600
2010-01-19,6.4555253982543945,6.460028518579311,6.2213691535354,6.254090625461127,730007600
2010-01-20,6.356159687042236,6.4708359509256335,6.289214497084316,6.451623037328589,612152800
2010-01-21,6.246285438537598,6.403591251069548,6.220468347725587,6.366666863160996,608154400
2010-01-22,5.936477184295654,6.22917316356756,5.918765714338398,6.207558989702684,881767600
2010-01-25,6.096185207366943,6.145117514813064,6.0097272955997,6.079373957879197,1065699600
2010-01-26,6.182344436645508,6.4156009315565905,6.081476914829003,6.18264464476065,1867110000
2010-01-27,6.2405829429626465,6.321636720535007,5.989914404108162,6.209661911212719,1722568400
2010-01-28,5.982707500457764,6.169132639963565,5.964996032017167,6.152021587457342,1173502400
2010-01-29,5.765663146972656,6.070067253939074,5.711326699843136,6.03644475859432,1245952400
2010-02-01,5.845817565917969,5.8839431871622665,5.742848608240047,5.77497006840278,749876400
2010-02-02,5.8797407150268555,5.893550286549331,5.805291116095373,5.881242156221584,698342400
2010-02-03,5.980905055999756,6.010024822178886,5.836508259167462,5.859023451389927,615328000
2010-02-04,5.765361309051514,5.955087893947124,5.7509513297121435,5.905854599494181,757652000
2010-02-05,5.867731094360352,5.883942326910442,5.729338408158305,5.782774632348042,850306800
2010-02-08,5.827506065368652,5.940381904131849,5.823903568231383,5.87463793462418,478270800
2010-02-09,5.889647006988525,5.9289730587479115,5.846417849802574,5.896551391264354,632886800
2010-02-10,5.857524871826172,5.901955259927815,5.831707782594653,5.8806400887589,370361600
2010-02-11,5.964097023010254,5.996519093612496,5.825704309857831,5.850320970675201,550345600
2010-02-12,6.0154314041137695,6.053256816643416,5.868933082776552,5.94728537946355,655468800
2010-02-16,6.106092929840088,6.114798563441141,6.049655012633335,6.062263351316038,543737600
2010-02-17,6.080574989318848,6.133409999547613,6.029840232872504,6.129807503174255,436396800
2010-02-18,6.091982364654541,6.120801936115326,6.0316417501442245,6.052955719680547,422825200
2010-02-19,6.054155349731445,6.100086366756269,6.037344104501966,6.0598597018785485,415469600
2010-02-22,6.016633033752441,6.07907511791057,5.979708638827361,6.074272188984478,390563600
2010-02-23,5.915765285491943,6.043951337237001,5.875238394829668,6.00402446195689,575094800
2010-02-24,6.023837089538574,6.0472525151801415,5.939179624169119,5.9508877378017075,460566400
2010-02-25,6.064062595367432,6.089879680365529,5.910659922863521,5.925369713266399,665126000
2010-02-26,6.142717361450195,6.159228405880867,6.064064844535981,6.075472351346229,507460800
2010-03-01,6.2739057540893555,6.289215564984891,6.1676340947796415,6.176639936626168,550093600
2010-03-02,6.269700527191162,6.329140103554581,6.236377842463775,6.30212178636162,566546400
2010-03-03,6.284111022949219,6.300322258176908,6.242383705888224,6.272403710241767,372052800
2010-03-04,6.325541019439697,6.331845390773794,6.263098924852142,6.282612855983927,366041200
2010-03-05,6.572904109954834,6.595419310014387,6.443217054618399,6.4525235029785435,899620400
2010-03-08,6.576807975769043,6.6071277878625185,6.551891107215477,6.604726524157207,429889600
2010-03-09,6.695087432861328,6.754527028946347,6.541084296443072,6.553692634883554,920259200
2010-03-10,6.749723434448242,6.76893675064911,6.7004909149308665,6.719403622254259,596218000
2010-03-11,6.769535064697266,6.769535064697266,6.704091723019218,6.721803995489282,405700400
2010-03-12,6.802558898925781,6.836481206144874,6.777041615484182,6.825673716343427,416323600
2010-03-15,6.719703674316406,6.769536207996319,6.611930985313382,6.765934512915946,493502800
2010-03-16,6.7380170822143555,6.753927712096336,6.6797783089598335,6.729911863616174,446908000
2010-03-17,6.728106498718262,6.798052945294529,6.702589625217386,6.751521916620673,450956800
2010-03-18,6.744019508361816,6.754526389265197,6.682778268800121,6.727507664854695,342109600
2010-03-19,6.671971321105957,6.761731525599947,6.641350500270902,6.7482225639205,559445600
2010-03-22,6.747020721435547,6.784546321925031,6.60892824314106,6.618534899474179,456419600
2010-03-23,6.8553924560546875,6.868001191477644,6.727506258777943,6.773737487038654,602431200
2010-03-24,6.88571310043335,6.91062996262087,6.829875216299452,6.833778320954441,597780400
2010-03-25,6.804059982299805,6.933747463507815,6.792051659514707,6.932246022347836,542284400
2010-03-26,6.931646347045898,6.963166991644838,6.861098653737633,6.873106976417425,640875200
2010-03-29,6.97637414932251,7.0208041339994285,6.953259334560959,6.994687239082441,540744400
2010-03-30,7.080244064331055,7.129177572447662,7.032211581116944,7.102759265786933,527310000
2010-03-31,7.054726600646973,7.103059691456705,7.038516169055862,7.069437194560951,430659600
2010-04-01,7.083846092224121,7.166701098219023,6.9871815177516385,7.127075244095628,603145200
2010-04-05,7.1594977378845215,7.160098153974916,7.0478227499419175,7.054127519702874,684507600
2010-04-06,7.191017150878906,7.212030906484252,7.1147659321814105,7.150790085807285,447017200
2010-04-07,7.222837924957275,7.26246457153993,7.164598386035442,7.191316491968723,628502000
2010-04-08,7.203326225280762,7.251058094838289,7.145987699724688,7.218036016466786,572989200
2010-04-09,7.2585649490356445,7.26156783150885,7.218638476173143,7.247758259601239,334182800
2010-04-12,7.2735724449157715,7.296987864555244,7.259162462600155,7.270870172419892,333026400
2010-04-13,7.277775287628174,7.288883384260014,7.238148633893474,7.260664634340549,306210800
2010-04-14,7.375643253326416,7.379245750128945,7.327011149739634,7.363335123396282,404076400
2010-04-15,7.4726080894470215,7.475909977209367,7.37023914770702,7.378344364304514,376784800
2010-04-16,7.426977157592773,7.539252562587447,7.341419868037714,7.46210029674629,750545600
2010-04-19,7.417071342468262,7.44168760291775,7.2579642697095395,7.4158705101720095,566924400
2010-04-20,7.342621803283691,7.482515568065197,7.293689086581827,7.461201194283442,738326400
2010-04-21,7.781817436218262,7.8127384737930985,7.677046799530526,7.7692086943518115,982391200
2010-04-22,7.999461650848389,8.007867477208292,7.6911547620921645,7.75239640966202,793424800
2010-04-23,8.130346298217773,8.170873172849966,8.015369448219841,8.045088835634074,796955600
2010-04-26,8.090418815612793,8.179277961066294,8.0510919762475,8.161866702153267,479068800
2010-04-27,7.866469383239746,8.040585999994244,7.8208393744512765,8.02347454629271,709343600
2010-04-28,7.8532633781433105,7.925310908518591,7.697459000479728,7.902796506189628,758402400
2010-04-29,8.06460189819336,8.105428575654393,7.865568438671558,7.8958882388209535,558840800
2010-04-30,7.837952136993408,8.1225421291785,7.83525066558876,8.08471671977206,542463600
2010-05-03,7.995856761932373,8.041788184275632,7.891686591907518,7.920506559377322,454342000
2010-05-04,7.765604019165039,7.903997127066717,7.707665868513098,7.891989606470455,723819600
2010-05-05,7.684847831726074,7.749391342538895,7.46690165626653,7.595988677892173,883103200
2010-05-06,7.392455101013184,7.752695972954006,5.981508813426713,7.620007210371912,1285860800
2010-05-07,7.0805463790893555,7.402062479534533,6.760832329087358,7.316205357352031,1676018400
2010-05-10,7.624809265136719,7.644622996847167,7.460899674559441,7.512534658605443,984306400
2010-05-11,7.700761318206787,7.801928625048036,7.52004008080737,7.560266356130467,848906800
2010-05-12,7.8679704666137695,7.899191292859841,7.766202773759599,7.782412400368114,654379600
2010-05-13,7.7559967041015625,7.955330005715353,7.6971567379155195,7.901893783511818,599712400
2010-05-14,7.619708061218262,7.699561821174718,7.490021354539996,7.659935149328836,759362800
2010-05-17,7.631713390350342,7.690553359566201,7.43628238184894,7.646123375045704,762834800
2010-05-18,7.57588005065918,7.761704494623585,7.512837138053439,7.714573015468728,782678400
2010-05-19,7.455197334289551,7.592689439895214,7.3504275113195625,7.490020672848502,1025726800
2010-05-20,7.1375837326049805,7.320406022677415,7.091051886544276,7.261265438754481,1282915200
2010-05-21,7.274476051330566,7.3399198076598084,6.945154610748657,6.989283994816624,1223891200
2010-05-24,7.40776252746582,7.532046232307671,7.392752929365596,7.4233733431784765,754238800
2010-05-25,7.361532688140869,7.4077631197391876,7.119570636613475,7.185314188601005,1048006400
2010-05-26,7.3282084465026855,7.568970416576989,7.317400960126969,7.507428988261449,850654000
2010-05-27,7.605595588684082,7.621806821242094,7.478310598796752,7.523040389901165,666282400
2010-05-28,7.7115678787231445,7.787218702580067,7.605596443227557,7.78691889534781,815614800
2010-06-01,7.8301472663879395,7.983549969910751,7.77400956446908,7.79592435091857,876472800
2010-06-02,7.923810005187988,7.949326484721225,7.815136304051291,7.941521076119072,688548000
2010-06-03,7.898894309997559,7.971842866371017,7.817539126106945,7.960734767057087,650106800
2010-06-04,7.683949947357178,7.86226872523616,7.644023477816935,7.75149475679081,758304400
2010-06-07,7.533247470855713,7.779712235444599,7.521538957627569,7.753895148149954,886942000
2010-06-08,7.484914302825928,7.619104462125852,7.374440172767024,7.602292815506191,1000770400
2010-06-09,7.300894737243652,7.562071020455677,7.279581160829123,7.549161669072362,854630000
2010-06-10,7.5203375816345215,7.534446153176652,7.270869979951251,7.350123277342402,776356000
2010-06-11,7.610401630401611,7.620908512591122,7.42607787386756,7.451894967618639,545759200
2010-06-14,7.633517742156982,7.779715497348793,7.6254125232821,7.683951907473293,602960400
2010-06-15,7.7959208488464355,7.800724175403498,7.670136540314779,7.674339451052209,585074000
2010-06-16,8.02287483215332,8.037884429038984,7.824141164010165,7.838250537796992,783678000
2010-06-17,8.161571502685547,8.192492537179582,8.090423383106616,8.123445473557119,872855200
2010-06-18,8.227611541748047,8.255531285433458,8.148058429016121,8.172975291199178,784621600
2010-06-21,8.110536575317383,8.375914119897596,8.067307411002092,8.33628745274389,776490400
2010-06-22,8.221009254455566,8.284651756151225,8.150462368601495,8.17027529776199,717262000
2010-06-23,8.134552001953125,8.245326779900084,8.042390125047866,8.242925115249543,768457200
2010-06-24,8.07541275024414,8.201496933784734,8.048394023807994,8.13545195967562,714277200
2010-06-25,8.006364822387695,8.113537088172212,7.97964670774831,8.107233120169688,549942400
2010-06-28,8.054398536682129,8.097928308139,7.940922285569983,8.013270429902153,584948000
2010-06-29,7.690253734588623,7.937019142701755,7.634116031132963,7.928913124461805,1133344800
2010-06-30,7.550958156585693,7.744287275352425,7.5053281493773945,7.706461873572255,739452000
2010-07-01,7.459397315979004,7.649124755666052,7.3014919229173705,7.634114356314441,1022896000
2010-07-02,7.413166046142578,7.532946213664022,7.300889875008335,7.519736262113475,693842800
2010-07-06,7.463901996612549,7.589085139354974,7.389751814726595,7.535049296538018,615235600
2010-07-07,7.765301704406738,7.7683045859256845,7.497523392341473,7.519737180321058,654556000
2010-07-08,7.747891426086426,7.892288681705228,7.651827262108041,7.879679944543784,738144400
2010-07-09,7.793825149536133,7.802230175162945,7.659934734629821,7.711869536278297,433322400
2010-07-12,7.723874092102051,7.860765719750007,7.650925559545648,7.761099078710128,562878400
2010-07-13,7.559064865112305,7.697157349137071,7.397856764138528,7.694756486577691,1190924000
2010-07-14,7.5869832038879395,7.679145065219093,7.475008414161646,7.486417120947518,812047600
2010-07-15,7.54856014251709,7.714271010382591,7.42397658310335,7.45189553639753,824866000
2010-07-16,7.502030372619629,7.65423230246726,7.4573005592051445,7.600496244250687,1039858400
2010-07-19,7.372338771820068,7.501425804329748,7.192819201204411,7.501425804329748,1024478000
2010-07-20,7.561763286590576,7.592083883859078,7.205125117127535,7.291883196684838,1074950800
2010-07-21,7.632313251495361,7.959832556065484,7.625109061294975,7.9580313081095175,1185671200
2010-07-22,7.775808811187744,7.805228390369496,7.664433659341013,7.735581745179607,645318800
2010-07-23,7.803427696228027,7.816636847730817,7.6935539772343216,7.717870423507268,533388800
2010-07-26,7.783613204956055,7.808229453454511,7.736481762645687,7.805227374171369,420551600
2010-07-27,7.927713871002197,7.949328051305672,7.814237620755591,7.831349080636093,584771600
2010-07-28,7.834045886993408,7.985047656789206,7.81273232827742,7.915401026416012,519985200
2010-07-29,7.748492240905762,7.884783485980151,7.6881524283010565,7.826544728865361,643806800
2010-07-30,7.722673416137695,7.796222366118204,7.6521257442904504,7.681846734693473,448210000
2010-08-02,7.860766887664795,7.882981479092968,7.793822504554296,7.818438760096168,428055600
2010-08-03,7.863171100616455,7.903097577013507,7.787820868683321,7.8355527559800064,417653600
2010-08-04,7.894690036773682,7.9337154755932655,7.814536500587923,7.890487124551118,420375200
2010-08-05,7.856266498565674,7.900696496224249,7.821742967502763,7.857166722063565,289097200
2010-08-06,7.807936668395996,7.849965014534816,7.734086253236734,7.798629813436494,444897600
2010-08-09,7.857767105102539,7.869775429182217,7.7923233421158375,7.849661085536872,303128000
2010-08-10,7.787516117095947,7.818737744085761,7.731678239679843,7.800725266976253,451920000
